,name,average_clustering_coef,average_shortest_path_lenght,centrality_betweeness,centrality_closeness,centrality_eigenvector,average_degree,diameter,modularity_greedy
0,chf212w,0.7866815269809617,6.070233139607614,0.00014724496542974078,0.16732289116254162,0.00111144670000373,8.132535718434196,13,44
0,chf220w,0.7570975073480559,5.264412348636209,0.00011320446903732146,0.19402356156461462,0.001453759184454901,9.33143979613506,11,28
0,chf215w,0.7855923938644728,7.323325602174621,0.00015968397187237913,0.1386277380730544,0.0004515937787109543,8.017373298654075,15,39
0,chf211w,0.7412214155215009,5.780626859585389,0.00013713395655848946,0.17605307895269273,0,10.909330809167312,13,43
0,chf210w,0.7691462198588759,6.5544948912688,0.00014877447144153098,0.15471818458485523,0.0008446829220723884,7.684548838953317,14,28
0,chf229w,0.7664314360093067,5.971727608350064,0.00014662402997375588,0.1705539645769301,0.0009330871254376889,9.383426717782365,13,25
0,chf228w,0.7665524761900607,5.372781525963549,0.0001256582524200044,0.1895548711554394,0,7.593459958047182,12,37
0,chf214w,0.7779014292839499,6.0377453920854025,0.00014412088090646615,0.16816351760789044,0.0010285153582897096,7.053808965300226,12,30
0,chf224w,0.7614197808944053,5.789185180065365,0.00012596157860302805,0.17563476390680957,0.0011120465776998578,7.652578702364359,13,31
0,chf226w,0.7900769924142287,5.766770748356709,0.00015365279787114946,0.1764487785826866,0.001130150382639479,7.894536663980661,13,35
0,chf216w,0.7434497092631341,6.57819845999071,0.00019315760448737732,0.1544963881530497,0,8.843045600914095,14,34
0,chf227w,0.7901331448955374,5.744140660801284,0.00016221502635577865,0.17697653813092937,0.0013157546160234303,8.022428884026258,12,32
0,chf225w,0.7692190958229822,5.169306230929946,0.00012951373729280685,0.1982610340079036,0.0013020859288844174,9.441572963906317,13,25
0,chf223w,0.7850252922694538,5.616111591830353,0.00016948566573029842,0.18102213496959646,0.0010824785616278616,8.797341948748073,12,40
0,chf213w,0.7815381753631464,6.0152916646127235,0.00017019450470384087,0.1690596509599021,0.0012305194061296486,7.311231761112996,12,63
0,chf218w,0.7883520281659383,5.36923214241332,0.00013241702456096935,0.1889030805017801,0.0010517681205363426,9.12515910055155,11,31
0,chf221w,0.795134476807479,5.937383731820852,0.00014423720404956904,0.1708649342822845,0.0012551783478286413,7.440715099465428,12,53
0,chf217w,0.7428683959845722,5.810803836626569,0.0001565507268671193,0.17499023088611596,0.0007020585979767046,9.208837693609267,12,22
0,chf010w,0.7502227646766998,5.7142314453326986,0.000103926973508802,0.17817296254857024,0.000878905435932964,6.349535965434385,12,82
0,chf219w,0.735661626974263,5.2571044590366744,0.00017717265103365504,0.19482815869327702,0.0017190895193211415,9.564044943820225,11,56
0,chf012w,0.7271773251290896,6.384769119198401,0.00013422326933541808,0.1596359431084458,0,9.948703888334995,13,26
0,chf015w,0.7690545113262365,5.098929660630707,0.00010925526189809683,0.199392836835002,0.0012459989497303485,8.690103680801727,11,41
0,chf005w,0.7504881005408391,5.298820294082887,0.00011678403406907722,0.1923078225861416,0.0012195731410506968,7.427469303487993,11,20
0,chf013w,0.7454169607892354,5.110895869290016,0.00011531911662057034,0.19967345155301006,0.0012046435991285866,6.4163253856942495,11,24
0,chf002w,0.7548817296502472,5.918661460793081,0.0001459067206785014,0.17219264117151994,0,9.189630113012784,14,29
0,chf202w,0.7606487125080195,5.709332945343364,0.00013120111844161546,0.17815137289583946,0.0012779394937607812,7.142912859371518,13,30
0,chf004w,0.7607768188070626,6.016595596390829,0.00015331893632001986,0.16914514859366606,0.0010875962204981192,7.972006601063505,13,31
0,chf011w,0.7472199073071535,6.001503640108282,0.0001541390421631049,0.16972532311739733,0.0010924182085934888,7.721294298921418,13,53
0,chf014w,0.7504846592646454,5.197161902551149,0.00012192545615126187,0.19664805522472614,0.001293532191439275,6.692848428513333,11,55
0,chf205w,0.7663719099709516,5.179042853417357,0.00011468913917934643,0.1963556183873839,0.001182879568088533,8.001262349066959,11,22
0,chf201w,0.7315559647310856,6.2119667222345925,0.00016937917916982028,0.16366589324064668,0.0007628606805397807,10.143307444838007,12,65
0,chf207w,0.7929817783790378,5.5346316240263596,0.00013863983196851117,0.1834276578287939,0.0014510856411925788,7.731397126261082,12,37
0,chf209w,0.76628292773183,6.065993078189145,0.0001699598442711079,0.16752899292485393,0.0012561448481078568,6.5384950853768995,12,26
0,chf204w,0.7752029627893562,6.1090365168153715,0.0001717265475720185,0.16624283668172068,0.0008297700569831929,7.9574496689409475,13,34
0,chf007w,0.7898889605708941,6.21540002362886,0.00018231839556836284,0.16335535971643544,0.00198253904134926,7.675335570469799,12,44
0,chf008w,0.7461389886108366,5.997027376473018,0.0001750394905588171,0.169454547084307,0.0012750668223697548,8.682171628721541,13,37
0,chf208w,0.7641165686684371,5.68611488610297,0.0001650854254246074,0.17890884154063535,0.001389985692748901,6.794279272932225,11,19
0,chf203w,0.7666881234420173,5.833962764956566,0.00017124708675628217,0.1744549265477594,0.0013232722710819047,7.965922777187389,14,22
0,chf001w,0.7458511363253648,5.720421526990615,0.00019454424361154787,0.17808058968701193,0.0005713809619234471,8.311052501442347,13,21
