,name,average_clustering_coef,average_shortest_path_lenght,centrality_betweeness,centrality_closeness,centrality_eigenvector,average_degree,diameter,modularity_greedy
0,nsr35s_,0.7465990070007076,6.374218090038457,0.0001586204093751217,0.1598146842100958,0.0014347791442102169,9.103503231709116,13,33
0,nsr24s_,0.7519858469937528,5.574999853688751,0.00014399923998894868,0.1828940465241858,0.0013260600277197904,9.415667390551727,12,51
0,nsr25s_,0.7615727262910151,7.2858158360172345,0.00021128792726108332,0.13971433066367853,0.00042328172507264175,10.313054584565743,15,43
0,nsr36s_,0.7420445059632317,5.790616334126928,0.00018042393545220726,0.17641396822927333,0.0013725437805236556,7.68215711380583,12,28
0,nsr31s_,0.7446763194328605,6.090899676364015,0.00020942447967271652,0.16672056666275875,0,9.516679692320348,12,33
0,nsr29s_,0.7452961485818337,6.877414279715609,0.000258859911020278,0.14742064251895343,0.0005136377858005612,9.870788743559254,15,37
0,nsr42s_,0.7581587077758107,6.8011759472781215,0.00025000758262706173,0.14934646170533822,0.0004430551019345942,8.953287942773422,13,37
0,nsr40s_,0.7428347918823763,7.612470605269866,0.0002684722129626315,0.13338821288694905,0.0005622840281544301,7.691377070477428,18,48
0,nsr28s_,0.7361101029979076,6.0676447814164005,0.0002202844938672713,0.16754073940901865,0.0006657244587294366,9.159820924066588,12,31
0,nsr32s_,0.737115343043472,5.228127631111459,0.00018628574838575366,0.19510453530074578,0.0014848387142620465,8.837834265826688,12,22
0,nsr38s_,0.7443863494254495,6.034845026532347,0.00021300693939724512,0.16865345024045694,0.0016034060006269862,9.029485172807648,15,35
0,nsr27s_,0.7390765128619866,7.1778654268668785,0.00026603502828641143,0.14147629242202284,0.000598747951128259,8.383740957630037,14,33
0,nsr41s_,0.7408575565863423,5.37844507999655,0.00017891652010447015,0.1897632791622971,0.0015956078586874482,8.260357930865409,12,19
0,nsr30s_,0.7409773112069147,6.278644060117393,0.00024172936118135868,0.1620381518333814,0,8.011630569165256,13,27
0,nsr39s_,0.7435483761506918,5.812860005062503,0.0002160461464767544,0.17502355827353613,0.0005882540122311432,8.685309035414516,12,25
0,nsr34s_,0.7324449578520267,6.656308906089475,0.0002621209929139195,0.15283693162592016,0.0006957799147504007,9.755618368008896,16,31
0,nsr26s_,0.7370534322558782,6.580023742551977,0.00025185158614153574,0.1552389350201248,0.0003747905201290638,9.260853867677588,18,41
0,nsr37s_,0.7378550948941335,6.302808071815955,0.0002607339990075647,0.16164728110147372,0.0010406490855539405,8.397738446411013,13,29
0,nsr33s_,0.7409051641221932,7.588889807389288,0.00037700347928071147,0.13404057072203363,0,7.797700097259568,17,27
0,nsr20s_,0.745237943471858,6.734176357412403,0.00020331074873820444,0.1519185879428222,0.0005280197584953439,9.834928738566262,17,33
0,nsr19s_,0.7354152697858709,5.930288830905611,0.00019546797886475017,0.1715863035954794,0,8.558255698711596,12,20
0,nsr01s_,0.7427676608634337,7.011969417022584,0.00025129449159934077,0.14472045270937545,0,9.20412939898019,15,38
